artists,titles,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,clusters
Sisters of Mercy,Lucretia My Reflection,0.602,0.776,-9.204,0.0311,0.129,0.77,0.193,0.923,129.458,297160.0,5
Sisters of Mercy,Dominion / Mother Russia (Medley) - 2006 Remaster,0.608,0.894,-12.356,0.0436,0.0032,0.095,0.315,0.385,120.2,420400.0,6
Sisters of Mercy,This Corrosion,0.526,0.862,-10.078,0.0636,0.108,0.000793,0.697,0.637,150.545,570694.0,3
Maroon 5,Makes Me Wonder,0.803,0.851,-2.429,0.0357,0.00485,0.000358,0.0577,0.881,113.996,211080.0,4
Avril Lavigne,My Happy Ending,0.419,0.936,-2.411,0.0712,0.00165,0.0,0.372,0.703,170.134,242413.0,2
Delta Rae,Bottom of the River,0.666,0.641,-5.751,0.0887,0.571,0.0,0.0955,0.738,74.684,201240.0,0
Billie Holiday,All of Me,0.507,0.0677,-13.766,0.0406,0.978,2.74e-05,0.132,0.355,105.393,181827.0,1
Billie Holiday,God Bless The Child,0.491,0.194,-11.441,0.0365,0.961,0.0,0.105,0.36,98.475,238067.0,1
Billie Holiday,I Must Have That Man (with Teddy Wilson & His Orchestra),0.712,0.146,-14.663,0.0603,0.821,0.0,0.0768,0.451,91.578,174707.0,1
John Coltrane,I'll Wait and Pray,0.475,0.0588,-17.464,0.0418,0.89,0.0238,0.129,0.241,115.642,206360.0,1
Stevie Wonder,Part-Time Lover,0.692,0.836,-6.433,0.0517,0.162,0.0,0.0905,0.953,174.493,222400.0,4
Daryl Hall & John Oates,Private Eyes,0.823,0.778,-12.313,0.0475,0.331,0.0,0.0799,0.862,121.033,208173.0,0
Men At Work,Who Can It Be Now?,0.816,0.791,-4.21,0.0372,0.0353,0.000345,0.17,0.963,128.521,200493.0,4
Stevie Wonder,Superstition,0.648,0.751,-8.582,0.0806,0.0182,0.000401,0.0418,0.863,100.437,244827.0,0
Daryl Hall & John Oates,You Make My Dreams (Come True),0.751,0.501,-12.151,0.0551,0.234,0.112,0.0467,0.902,167.057,190627.0,4
Daryl Hall & John Oates,Maneater,0.727,0.685,-7.159,0.0398,0.0351,4.43e-05,0.0973,0.812,88.75,271893.0,0
Daryl Hall & John Oates,Rich Girl,0.573,0.683,-6.644,0.176,0.461,0.0,0.0935,0.817,169.519,142787.0,4
The B-52's,Love Shack,0.701,0.803,-6.786,0.0545,0.0544,1.54e-06,0.7,0.903,133.608,320680.0,3
Ella Fitzgerald,Undecided,0.608,0.297,-9.815,0.369,0.882,0.0,0.103,0.966,206.567,201160.0,0
Johnny Mercer,Personality,0.754,0.143,-16.507,0.0609,0.889,0.0,0.168,0.805,134.356,169627.0,1
Santana,The Game of Love (feat. Michelle Branch) - Main / Radio Mix,0.59,0.929,-3.236,0.0478,0.0714,0.000153,0.0598,0.674,119.818,254467.0,4
Eddy Arnold,It's a Sin,0.692,0.373,-12.201,0.027,0.909,4.35e-06,0.116,0.782,144.591,146080.0,1
Bing Crosby,Something's Gotta Give,0.639,0.183,-14.803,0.0477,0.924,2.58e-05,0.405,0.632,141.851,119747.0,1
Louis Jordan & His Tympany Five,Keep A Knockin' (But You Can't Come In),0.744,0.298,-10.521,0.0531,0.604,0.276,0.0453,0.822,154.886,152533.0,1
The Zombies,Time Of The Season,0.488,0.651,-7.829,0.0355,0.0435,2.69e-06,0.153,0.684,116.758,212933.0,4
The Ink Spots,I Don't Want to Set the World on Fire,0.525,0.141,-16.425,0.0471,0.984,0.000101,0.139,0.335,88.033,182239.0,1
The Ink Spots,Into Each Life Some Rain Must Fall - Remastered,0.568,0.121,-14.725,0.0555,0.987,0.0545,0.0887,0.431,130.16,194247.0,1
The Ink Spots,If I Didn't Care - Single Version,0.536,0.0995,-17.742,0.0668,0.991,0.000779,0.103,0.349,90.826,185093.0,1
The Ink Spots,We Three,0.427,0.0992,-16.6,0.0389,0.994,1.23e-05,0.164,0.302,82.175,201267.0,1
The Ink Spots,Bless You,0.457,0.125,-19.345,0.0351,0.993,0.002,0.11,0.477,105.246,168493.0,7
The Ink Spots,Address Unknown,0.532,0.197,-14.752,0.0459,0.986,0.000623,0.112,0.369,94.519,173027.0,1
The Ink Spots,We'll Meet Again,0.396,0.121,-19.266,0.0442,0.969,9.01e-05,0.262,0.253,83.898,191667.0,7
Marty Robbins,El Paso,0.654,0.452,-9.709,0.03,0.835,2.89e-05,0.16,0.691,106.662,259307.0,1
Marty Robbins,Big Iron,0.726,0.474,-7.834,0.0491,0.803,0.0,0.258,0.57,116.027,235733.0,1
Nat King Cole,L-O-V-E - Remastered,0.574,0.187,-14.762,0.0738,0.694,0.0,0.0792,0.727,77.859,153467.0,1
Nat King Cole,Unforgettable,0.306,0.117,-18.713,0.0322,0.84,0.00527,0.121,0.142,74.319,207440.0,7
Nat King Cole,(Get Your Kicks On) Route 66,0.694,0.211,-15.276,0.0579,0.971,0.00102,0.154,0.416,146.422,174867.0,1
Nat King Cole,Orange Colored Sky,0.535,0.24,-15.198,0.085,0.92,0.0,0.111,0.49,128.547,153867.0,1
Ella Fitzgerald,Dream A Little Dream Of Me,0.549,0.169,-13.433,0.0779,0.918,0.0,0.159,0.36,79.318,187693.0,1
Louis Armstrong,A Kiss To Build A Dream On,0.735,0.122,-11.4,0.0636,0.844,0.0,0.107,0.367,87.925,184493.0,1
The Ink Spots,Maybe,0.376,0.0696,-19.733,0.0299,0.992,0.76,0.101,0.208,92.235,184827.0,7
Billie Holiday,Easy Living,0.632,0.134,-17.029,0.0532,0.985,0.00126,0.285,0.618,89.088,180930.0,1
Kay Kyser & His Orchestra,"(I Got Spurs That) Jingle, Jangle, Jingle",0.702,0.226,-13.417,0.0457,0.98,0.00102,0.0653,0.881,92.42,200067.0,1
Frank Sinatra,Blue Moon - 1998 Digital Remaster,0.644,0.156,-16.529,0.0329,0.532,0.0,0.105,0.744,113.96,171427.0,1
Dean Martin,Ain't That A Kick In The Head - 1997 Remaster,0.68,0.258,-11.995,0.0554,0.627,0.0,0.293,0.781,132.056,147293.0,1
Nat King Cole,Love Me As Though There Were No Tomorrow,0.221,0.253,-14.614,0.0279,0.75,3.71e-05,0.167,0.188,94.143,157733.0,1
Betty Hutton,He's A Demon - He's A Devil - He's A Doll,0.486,0.183,-11.993,0.0756,0.968,0.0,0.43,0.691,92.166,196907.0,1
Johnny Mercer & The Pied Pipers,My Sugar Is So Refined,0.806,0.191,-9.527,0.0517,0.819,0.0,0.0579,0.551,109.802,162680.0,1
Wynonie Harris,Grandma Plays The Numbers,0.718,0.665,-10.369,0.101,0.917,0.000675,0.11,0.751,79.725,159000.0,0
Skeeter Davis,The End of the World,0.232,0.216,-10.674,0.0314,0.936,4.93e-06,0.246,0.432,94.268,157573.0,1
Bob Crosby & The Bob Cats,Happy Times—from 1949 show “Inspector General”,0.426,0.0823,-16.24,0.0324,0.986,0.0787,0.204,0.3,92.165,165698.0,7
OneRepublic,All The Right Moves,0.529,0.948,-3.527,0.0474,0.258,9.35e-06,0.283,0.65,146.024,238000.0,4
Colbie Caillat,Fallin' For You,0.644,0.834,-6.473,0.0275,0.156,0.0,0.112,0.593,117.043,215547.0,6
The Kinks,You Really Got Me,0.567,0.959,-3.822,0.102,0.0995,6.07e-05,0.1,0.961,137.377,133933.0,4
The Kinks,All Day And All Of The Night,0.552,0.957,-5.0,0.108,0.455,0.000161,0.0665,0.533,136.975,141493.0,4
Saliva,Your Disease,0.372,0.962,-2.977,0.0747,8.83e-06,0.905,0.361,0.49,159.954,237453.0,5
Staind,For You,0.318,0.958,-2.683,0.442,0.0603,4.68e-06,0.0981,0.3,163.089,206200.0,2
Frank Sinatra,Come Fly With Me - Remastered 1998,0.574,0.338,-11.376,0.042,0.845,0.0,0.165,0.493,67.008,199093.0,1
Billie Holiday,Crazy He Calls Me - Single Version,0.343,0.128,-14.76,0.054,0.863,5.06e-06,0.161,0.264,75.564,182427.0,1
Danny Kaye,"Civilization (Bongo, Bongo, Bongo)",0.723,0.285,-12.78,0.323,0.637,0.0,0.102,0.885,76.871,180733.0,0
Ella Fitzgerald,Blue Skies,0.465,0.277,-10.191,0.105,0.883,0.0,0.465,0.568,159.202,223853.0,1
Gene Kelly,Singin' In the Rain,0.383,0.221,-15.761,0.0349,0.87,5.21e-05,0.166,0.494,135.68,256160.0,1
Donald O'Connor,Make 'Em Laugh,0.632,0.605,-11.519,0.0997,0.682,2.13e-05,0.506,0.699,78.898,198067.0,3
Gene Kelly,Good Morning,0.444,0.42,-9.85,0.0495,0.723,3.77e-05,0.123,0.507,105.751,254440.0,1
Frank Sinatra,You Make Me Feel So Young - Remastered 1998,0.577,0.306,-11.559,0.0427,0.383,0.0,0.18,0.568,125.166,177400.0,1
Salvador,Heaven,0.384,0.841,-5.646,0.119,0.264,0.000271,0.281,0.792,188.097,229187.0,2
Tommy Sparks,She's Got Me Dancing,0.721,0.876,-4.697,0.0422,0.000988,1.19e-05,0.0987,0.825,112.045,207040.0,4
Vertical Horizon,Everything You Want,0.636,0.761,-6.389,0.0306,0.0517,0.0,0.0642,0.736,93.896,257067.0,6
The Band Perry,If I Die Young,0.606,0.497,-6.611,0.0277,0.348,0.0,0.275,0.362,130.739,222773.0,6
Daryl Hall & John Oates,I Can't Go For That (No Can Do) - (Original Version) - Remastered,0.889,0.462,-8.768,0.0356,0.0379,0.00236,0.0356,0.966,110.586,307173.0,0
Adele,Send My Love (To Your New Lover),0.69,0.524,-8.39,0.103,0.0415,3.16e-06,0.17,0.562,164.023,223080.0,4
Front 242,Headhunter V1.0,0.846,0.888,-8.74,0.0618,0.00152,0.582,0.0992,0.833,123.028,301240.0,5
Echo & the Bunnymen,Lips Like Sugar,0.461,0.828,-10.413,0.0424,0.2,0.000301,0.808,0.619,130.354,295560.0,3
Soft Cell,Tainted Love,0.569,0.402,-10.151,0.0433,0.438,0.0,0.134,0.696,144.635,162507.0,1
Zeromancer,Clone Your Lover,0.541,0.921,-6.861,0.0354,9.73e-05,0.103,0.0967,0.387,115.014,228933.0,6
Lacuna Coil,Swamped,0.464,0.842,-4.077,0.0405,0.00035,0.0196,0.111,0.281,142.126,240400.0,2
Des'ree,You Gotta Be,0.663,0.753,-7.061,0.0381,0.175,0.0,0.105,0.483,94.061,240067.0,6
Tears For Fears,Everybody Wants To Rule The World,0.645,0.795,-12.095,0.0527,0.347,0.00389,0.104,0.535,112.067,251489.0,6
BBMAK,Out Of My Heart,0.533,0.909,-3.922,0.0351,0.00523,5.49e-06,0.337,0.545,123.425,243787.0,6
Nine Inch Nails,Closer,0.559,0.725,-8.631,0.0426,0.000365,0.553,0.112,0.501,90.012,373307.0,5
Flyleaf,Set Me On Fire,0.495,0.917,-3.142,0.116,0.0725,0.0,0.192,0.515,95.153,217690.0,6
Flyleaf,Magnetic,0.595,0.87,-3.969,0.0839,0.121,0.0,0.185,0.745,90.079,221348.0,6
Flyleaf,Traitor,0.455,0.898,-3.676,0.196,0.0797,0.0,0.156,0.65,168.097,179549.0,2
Flyleaf,Head Under Water,0.538,0.856,-5.024,0.0637,0.00882,0.0,0.41,0.272,121.009,170856.0,6
Flyleaf,Sober Serenade,0.37,0.933,-4.173,0.432,0.0173,9.14e-05,0.345,0.425,143.052,226659.0,2
Flyleaf,Thread,0.306,0.93,-1.696,0.118,0.113,3.83e-06,0.289,0.389,167.149,170680.0,2
Flyleaf,Marionette,0.383,0.852,-3.713,0.058,0.0612,0.0,0.104,0.35,164.027,227136.0,2
Flyleaf,Well of Lies,0.389,0.875,-3.65,0.113,0.00141,0.0,0.356,0.242,140.241,273561.0,2
Flyleaf,City Kids,0.569,0.64,-9.638,0.0382,0.0394,1.89e-05,0.128,0.0964,96.987,232433.0,6
Flyleaf,Blue Roses,0.564,0.863,-4.366,0.0475,0.000582,0.0,0.374,0.513,118.105,196995.0,6
Flyleaf,Home,0.341,0.739,-3.189,0.0614,0.0919,1.02e-05,0.0881,0.281,148.923,170477.0,2
Flyleaf,Fire Fire,0.419,0.906,-4.464,0.0448,0.0037,0.00139,0.13,0.337,174.062,181907.0,2
Flyleaf,Call You Out,0.361,0.903,-3.447,0.05,0.000869,0.000716,0.866,0.496,146.106,139440.0,3
Flyleaf,Cage On The Ground,0.473,0.892,-3.577,0.0408,0.000176,0.0,0.148,0.416,128.93,213893.0,6
Flyleaf,Great Love,0.504,0.871,-4.154,0.0356,0.0116,2.04e-06,0.204,0.379,133.021,220840.0,6
Flyleaf,Bury Your Heart,0.508,0.857,-5.182,0.0383,0.00116,3.62e-05,0.0992,0.316,125.95,214733.0,6
Flyleaf,Freedom,0.451,0.97,-2.924,0.0821,0.000123,0.0,0.299,0.385,121.0,199093.0,6
Flyleaf,Saving Grace,0.448,0.948,-3.903,0.039,8.94e-05,0.000373,0.073,0.331,152.054,224427.0,2
Flyleaf,Stand,0.428,0.934,-4.186,0.0436,0.000268,0.0,0.145,0.262,140.058,220160.0,2
Flyleaf,Green Heart,0.443,0.994,-3.059,0.115,4.65e-05,0.0,0.441,0.224,123.003,163080.0,6
Flyleaf,Broken Wings,0.359,0.862,-4.172,0.0369,0.00288,0.131,0.253,0.288,166.177,214173.0,2
Flyleaf,Justice & Mercy (Violent Love Version),0.45,0.577,-7.787,0.035,0.138,9.56e-06,0.153,0.588,118.964,159907.0,6
Flyleaf,Okay,0.681,0.817,-5.532,0.0303,0.154,0.0,0.143,0.486,123.488,143947.0,6
Flyleaf,Amy Says,0.508,0.877,-5.416,0.0275,0.0217,5.07e-05,0.124,0.444,149.015,217947.0,2
Flyleaf,Dear My Closest Friend,0.595,0.544,-7.625,0.0262,0.073,0.0,0.0858,0.209,134.132,149547.0,6
Flyleaf,Light In Your Eyes,0.453,0.587,-8.035,0.0327,0.0428,0.0,0.119,0.455,129.924,235253.0,6
Flyleaf,Believe In Dreams,0.382,0.302,-10.862,0.0331,0.0285,0.000145,0.111,0.256,135.076,267840.0,2
Flyleaf,Beautiful Bride,0.581,0.886,-4.793,0.0331,0.0113,0.0,0.359,0.395,96.992,183187.0,6
Flyleaf,Again,0.417,0.973,-3.746,0.103,0.000177,0.0,0.354,0.472,156.041,184920.0,2
Flyleaf,Chasm,0.371,0.862,-4.729,0.0529,0.000871,0.0,0.216,0.329,158.972,173613.0,2
Flyleaf,Missing,0.469,0.922,-3.574,0.062,0.000273,2.15e-05,0.351,0.287,136.994,174440.0,2
Flyleaf,This Close,0.481,0.936,-4.164,0.0587,0.00323,0.000107,0.186,0.426,148.174,199933.0,2
Flyleaf,The Kind,0.569,0.951,-4.694,0.0661,0.023,0.0,0.38,0.0777,127.065,166880.0,6
Flyleaf,In The Dark,0.507,0.932,-4.823,0.056,0.00765,0.000235,0.364,0.212,112.031,226520.0,6
Flyleaf,Set Apart This Dream,0.407,0.849,-5.406,0.0523,0.00455,0.0,0.723,0.476,150.027,194960.0,3
Flyleaf,Swept Away,0.413,0.962,-4.91,0.0671,0.00298,0.00868,0.227,0.183,144.923,249120.0,2
Flyleaf,Melting - Interlude,0.0847,0.135,-21.017,0.0404,0.827,0.901,0.106,0.0348,72.006,57320.0,7
Flyleaf,Tiny Heart,0.344,0.761,-4.393,0.0316,0.0142,0.0,0.3,0.161,172.092,186840.0,2
Flyleaf,Treasure,0.493,0.787,-5.357,0.0434,0.0621,0.0,0.0935,0.281,137.034,204107.0,2
Flyleaf,Circle,0.47,0.914,-4.804,0.0623,0.0239,0.0,0.315,0.336,146.135,182853.0,2
Flyleaf,Arise,0.449,0.891,-5.1,0.0544,0.00505,0.0,0.305,0.173,146.044,258400.0,2
Flyleaf,Uncle Bobby,0.497,0.73,-5.639,0.0293,0.0358,0.00112,0.119,0.0761,95.028,262120.0,6
Flyleaf,Perfect,0.423,0.96,-3.972,0.159,0.000406,1.2e-06,0.0816,0.357,146.037,169440.0,2
Flyleaf,Sorrow,0.478,0.83,-3.562,0.0384,0.0149,0.0,0.333,0.354,140.355,165973.0,2
Flyleaf,I'm Sorry,0.508,0.977,-2.696,0.139,0.00647,0.000104,0.351,0.405,139.978,163760.0,2
Flyleaf,Red Sam,0.428,0.933,-4.25,0.0458,0.00484,0.0,0.139,0.77,166.023,200067.0,4
Flyleaf,There For You,0.398,0.616,-5.241,0.0306,0.0179,0.0,0.116,0.21,160.01,167827.0,2
Flyleaf,Breathe Today,0.481,0.965,-4.197,0.0635,0.00196,2.08e-06,0.608,0.654,91.052,149893.0,3
Flyleaf,So I Thought,0.246,0.754,-5.674,0.0482,0.00244,0.0,0.119,0.184,174.118,290733.0,2
Sheryl Crow,All I Wanna Do,0.82,0.528,-11.179,0.0321,0.111,0.0186,0.257,0.931,120.091,272107.0,0
Calvin Harris,This Is What You Came For,0.631,0.927,-2.787,0.0332,0.199,0.119,0.148,0.465,123.962,222160.0,6
Lacuna Coil,Aeon,0.495,0.416,-8.501,0.0355,0.6,0.00586,0.194,0.512,142.044,116627.0,1
BBMAK,Back Here,0.624,0.945,-3.109,0.0343,0.0698,4.57e-06,0.0867,0.914,104.77,218200.0,4
Bigod 20,The Bog,0.634,0.887,-10.694,0.0418,0.00137,0.00329,0.0583,0.582,121.685,330867.0,6
Gnarls Barkley,The Boogie Monster,0.8,0.603,-6.648,0.0332,0.652,0.47,0.188,0.92,103.984,170453.0,0
Gwen Stefani,Cool,0.707,0.726,-3.515,0.0279,0.0315,0.000221,0.359,0.809,112.026,189280.0,4
No Doubt,Dark Blue,0.691,0.522,-6.387,0.0288,0.149,0.000485,0.0685,0.361,127.004,275480.0,6
Lacuna Coil,Daylight Dancer,0.46,0.874,-3.299,0.0298,9.89e-05,0.231,0.0405,0.0699,110.146,230333.0,6
Lacuna Coil,Devoted,0.279,0.802,-6.225,0.0543,0.000118,0.52,0.0561,0.321,176.075,232720.0,2
Queens of the Stone Age,Do It Again,0.419,0.814,-5.738,0.402,0.454,0.00177,0.527,0.345,132.638,244840.0,3
Garbage,Dog New Tricks,0.496,0.94,-5.087,0.0406,1.87e-05,0.736,0.085,0.628,124.232,237307.0,5
Crowded House,Don't Dream It's Over,0.439,0.422,-17.227,0.0409,0.0148,4.84e-05,0.0697,0.551,81.833,236933.0,1
Dido,Don't Think of Me,0.507,0.605,-7.954,0.0298,7.15e-05,2.12e-06,0.0871,0.232,93.898,272360.0,6
Marilyn Manson,The Dope Show,0.556,0.734,-6.337,0.0398,8.01e-06,0.00102,0.32,0.335,134.949,220933.0,6
Marilyn Manson,The Beautiful People,0.609,0.95,-4.898,0.116,0.00423,0.06,0.0433,0.771,144.017,222773.0,4
Fuel,Down,0.285,0.95,-3.83,0.245,0.000187,0.000587,0.11,0.182,114.045,212440.0,2
Gwen Stefani,Early Winter,0.602,0.805,-5.933,0.0316,0.0957,0.0032,0.151,0.435,111.997,284787.0,6
Red Hot Chili Peppers,Emit Remmus,0.354,0.964,-1.822,0.0973,5.08e-05,0.203,0.326,0.526,113.079,240200.0,6
Lacuna Coil,Entwined,0.393,0.708,-2.967,0.0304,0.00416,0.0547,0.455,0.477,145.986,239560.0,2
Blue October,Everlasting Friend,0.661,0.646,-7.272,0.0391,0.188,2.29e-06,0.2,0.609,93.032,245800.0,6
No Doubt,Ex-Girlfriend,0.546,0.907,-4.117,0.09,0.0135,0.00232,0.169,0.654,173.178,212400.0,4
Linkin Park,Faint,0.554,0.978,-3.554,0.131,0.111,0.0,0.0731,0.594,135.095,162600.0,4
Saliva,Faultine,0.454,0.854,-4.865,0.0364,6.02e-05,0.000524,0.281,0.537,157.824,229692.0,2
Gnarls Barkley,Feng Shui,0.634,0.922,-2.898,0.246,0.105,0.0,0.826,0.563,90.974,86733.0,3
Snow Patrol,Gleaming Auction,0.61,0.861,-5.642,0.038,0.000856,0.0145,0.174,0.73,136.031,123813.0,4
The Weepies,Gotta Have You,0.678,0.363,-10.9,0.0318,0.872,0.000101,0.0798,0.543,75.004,199787.0,1
John Mayer,Gravity,0.753,0.326,-9.883,0.0342,0.731,0.00131,0.24,0.237,123.799,245827.0,1
Saliva,Greater Than/Less Than,0.445,0.834,-4.384,0.0331,0.000282,0.507,0.202,0.0648,107.022,290493.0,6
Gwen Stefani,Harajuku Girls,0.871,0.82,-4.42,0.0647,0.0932,0.0,0.113,0.838,114.007,290520.0,0
Lacuna Coil,Heaven's a Lie,0.426,0.881,-3.458,0.0403,0.0011,0.00279,0.124,0.384,140.004,286533.0,2
Dido,Here With Me,0.551,0.578,-7.973,0.0273,0.0876,7.73e-06,0.0757,0.364,83.358,255427.0,6
No Doubt,Hey Baby,0.597,0.86,-3.959,0.205,0.0588,0.0,0.266,0.759,187.338,206760.0,4
Dido,Honestly Ok,0.606,0.589,-9.163,0.0529,0.147,0.0298,0.193,0.535,180.976,277533.0,2
Lacuna Coil,Humane,0.405,0.802,-2.848,0.034,0.00125,0.135,0.13,0.187,120.038,252893.0,6
Dido,I'm No Angel,0.835,0.622,-8.036,0.0312,0.0702,0.00511,0.1,0.783,99.534,235560.0,0
John Mayer,I Don't Trust Myself (With Loving You),0.842,0.384,-11.384,0.0353,0.638,0.000487,0.0998,0.604,84.026,292013.0,1
Red Hot Chili Peppers,I Like Dirt,0.712,0.969,-1.503,0.161,0.0113,0.0319,0.0904,0.802,105.077,157627.0,0
Panic! At The Disco,I Write Sins Not Tragedies,0.569,0.83,-4.106,0.14,0.0807,0.0,0.114,0.609,170.094,186635.0,4
The White Stripes,Icky Thump,0.424,0.632,-7.243,0.0922,0.021,0.0117,0.0545,0.356,97.694,254533.0,6
Lacuna Coil,In Visible Light - live at Wacken 2007,0.413,0.866,-2.924,0.0381,0.000305,6.73e-06,0.838,0.163,139.917,244467.0,3
Dido,Isobel,0.676,0.397,-9.777,0.029,0.157,5.6e-05,0.11,0.252,136.029,234107.0,1
Disturbed,Liberate,0.549,0.99,-4.358,0.0752,3.78e-05,0.000837,0.343,0.493,124.075,206893.0,6
Garbage,Milk,0.54,0.802,-6.118,0.0269,0.071,0.000942,0.227,0.568,95.056,229667.0,6
Marilyn Manson,mOBSCENE,0.548,0.954,-4.008,0.0806,5.49e-05,0.000137,0.245,0.488,130.086,205720.0,6
Kings of Leon,Molly's Chambers,0.596,0.899,-3.967,0.0504,0.232,3.98e-06,0.212,0.939,146.448,134907.0,4
Garbage,My Lover's Box,0.52,0.854,-4.444,0.0315,8.77e-05,0.0329,0.185,0.67,104.211,235160.0,6
No Doubt,New,0.51,0.802,-5.583,0.0413,0.155,0.0,0.0781,0.264,169.966,264253.0,2
Marilyn Manson,The Nobodies,0.466,0.869,-3.993,0.0554,3.76e-05,6.6e-05,0.0475,0.25,150.029,215907.0,2
Lacuna Coil,Our Truth,0.506,0.724,-7.086,0.0281,0.000114,0.628,0.151,0.0697,102.037,243107.0,5
Depeche Mode,Personal Jesus - 2006 Remaster,0.689,0.844,-5.519,0.0348,0.0963,0.00852,0.0621,0.772,129.973,225040.0,4
Marilyn Manson,Personal Jesus,0.578,0.94,-5.273,0.137,0.000224,0.00623,0.699,0.246,130.134,246667.0,3
Marilyn Manson,The Reflecting God,0.483,0.953,-5.051,0.178,0.000122,0.754,0.462,0.251,170.023,336493.0,5
No Doubt,Running,0.708,0.583,-7.018,0.0262,0.191,1.54e-05,0.0883,0.38,113.12,241760.0,6
Flogging Molly,Salty Dog,0.285,0.942,-6.555,0.106,0.00976,9.07e-05,0.408,0.744,159.897,141427.0,2
Snow Patrol,Same,0.544,0.459,-8.821,0.0264,0.264,0.16,0.179,0.195,129.058,235747.0,1
Red Hot Chili Peppers,Savior,0.241,0.824,-2.785,0.0479,0.00124,5.83e-06,0.0955,0.2,83.663,292400.0,6
Lacuna Coil,Self Deception,0.486,0.961,-3.208,0.0536,0.000171,0.25,0.311,0.604,140.055,211973.0,4
Real Life,Send Me An Angel - 2009 Version,0.597,0.672,-6.15,0.0356,3.65e-05,0.0455,0.372,0.265,130.038,237960.0,6
Gwen Stefani,Serious,0.791,0.844,-2.435,0.0365,0.131,1.18e-05,0.0347,0.789,109.606,286760.0,4
Queens of the Stone Age,The Sky Is Fallin',0.364,0.781,-4.4,0.0975,0.114,0.000245,0.732,0.338,169.036,375867.0,3
Dido,Slide,0.595,0.476,-8.668,0.0231,0.311,0.00142,0.087,0.375,90.775,292600.0,6
Gnarls Barkley,Smiley Faces,0.562,0.886,-2.448,0.0367,0.00759,0.0,0.312,0.636,86.999,185413.0,6
BBMAK,Still On Your Side,0.517,0.808,-4.519,0.0262,0.0769,0.0,0.298,0.52,85.052,230960.0,6
Saliva,Storm,0.353,0.845,-3.932,0.0721,0.00198,0.0,0.108,0.323,172.082,261373.0,2
Gnarls Barkley,Storm Coming,0.597,0.986,-2.969,0.13,0.0113,0.000308,0.274,0.857,150.018,188160.0,4
Gwen Stefani,The Sweet Escape,0.756,0.77,-3.502,0.0343,0.191,0.0,0.178,0.73,119.961,246467.0,4
Marilyn Manson,Tainted Love,0.637,0.95,-4.4,0.109,0.00104,7.35e-06,0.288,0.511,142.018,200067.0,4
Lacuna Coil,Tight Rope,0.436,0.947,-3.308,0.0724,0.000104,0.143,0.336,0.367,142.068,255200.0,2
Foo Fighters,Times Like These,0.36,0.905,-3.808,0.0812,1.37e-05,7.51e-06,0.0753,0.309,144.544,267973.0,2
Lacuna Coil,To the Edge,0.517,0.596,-6.781,0.0292,3.27e-05,0.00191,0.0959,0.0945,110.021,201907.0,6
Gnarls Barkley,Transformer,0.543,0.954,-3.859,0.44,0.00461,1.2e-06,0.683,0.799,162.031,137933.0,3
No Doubt,Trapped In A Box,0.691,0.573,-12.651,0.0755,0.231,6.32e-05,0.716,0.687,131.817,202293.0,3
Lacuna Coil,Unspoken,0.452,0.885,-2.29,0.045,0.00618,7.69e-05,0.135,0.593,106.102,217667.0,6
Portishead,Wandering Star,0.639,0.37,-10.883,0.0723,0.504,0.587,0.117,0.707,80.152,293200.0,5
Saliva,Weight Of The World,0.383,0.888,-4.611,0.0817,0.000894,8.58e-06,0.089,0.387,180.079,268067.0,2
Lacuna Coil,What I See,0.503,0.715,-6.463,0.0258,3.92e-06,0.833,0.141,0.183,103.98,221093.0,5
Lifehouse,Whatever It Takes,0.439,0.874,-4.165,0.0299,0.00571,0.0,0.176,0.527,150.036,207240.0,2
Gnarls Barkley,Who Cares?,0.703,0.883,-5.603,0.144,0.115,1.52e-05,0.45,0.908,163.986,147880.0,4
Lacuna Coil,Within Me,0.284,0.528,-6.838,0.0307,0.0048,0.0191,0.113,0.116,106.616,218907.0,6
Lacuna Coil,Without Fear,0.394,0.615,-7.069,0.0308,0.000917,0.00556,0.101,0.232,90.004,239733.0,6
Flogging Molly,The Worst Day Since Yesterday,0.338,0.49,-7.634,0.0341,0.257,3.34e-06,0.241,0.341,138.165,218787.0,2
Snow Patrol,Wow,0.474,0.928,-5.681,0.0471,5.83e-05,0.0136,0.0849,0.306,142.999,242027.0,2
Lacuna Coil,You Create,0.231,0.53,-8.751,0.0301,0.000159,0.857,0.453,0.0404,104.015,92360.0,5
Keane,Your Eyes Open,0.539,0.698,-8.287,0.0293,0.000366,0.000145,0.308,0.515,129.999,202720.0,6
Cat Power,Cross Bones Style,0.515,0.64,-9.799,0.0426,0.775,0.0562,0.112,0.314,111.157,272200.0,1
Andy Grammer,Good To Be Alive (Hallelujah),0.784,0.882,-3.646,0.0451,0.0377,0.0,0.65,0.699,120.017,189870.0,3
Public Image Ltd.,Rise,0.526,0.873,-5.28,0.0754,0.00795,7.36e-06,0.339,0.629,86.313,378360.0,6
Owl City,"When Can I See You Again? - From ""Wreck-It Ralph""/Soundtrack Version",0.638,0.831,-6.812,0.081,0.0263,0.0,0.0491,0.388,127.975,218093.0,6
Staind,Right Here,0.492,0.646,-5.334,0.0303,0.00136,2.21e-05,0.121,0.214,112.228,253933.0,6
